Code,Streets,Print_Count,lat,lon,Installation_Status,LGA
TAR_78,LAUTAI ROAD,2,11.97772204,8.55803049,Pending,TARAUNI
TAR_47,FOUNDATION ROAD,2,11.977716,8.5587183,Pending,TARAUNI
TAR_45,FARM CENTER ROAD,2,11.97772796,8.558803266,Pending,TARAUNI
TAR_102,MAL. HUSSAINI STREET,2,11.97741556,8.558852684,Pending,TARAUNI
TAR_10,ALBAYYANU STREET,2,11.97635087,8.559092419,Pending,TARAUNI
TAR_3,ABU DAWAKI STREET,2,11.97899377,8.559906259,Pending,TARAUNI
NAS_194,LAYIN MASALLACI STREET,2,11.97987056,8.561000516,Pending,NASSARAWA
NAS_180,LAMIDO CRESCENT,11,11.979729,8.561507,Pending,NASSARAWA
NAS_174,KURA ROAD,2,11.98222249,8.560541508,Pending,NASSARAWA
NAS_207,MAGAJIN RUMFA ROAD,2,11.98154076,8.558400559,Pending,NASSARAWA
TAR_142,SOKOTO ROAD,7,11.98302052,8.555666649,Pending,TARAUNI
TAR_56,HAMZA ABDULLAHI ROAD,2,11.981581,8.5549361,Pending,TARAUNI
TAR_16,ALPHA ROAD,2,11.97997928,8.554804327,Pending,TARAUNI
TAR_117,NUHU ALPA ROAD,2,11.97995397,8.554812151,Pending,TARAUNI
TAR_9,AHMED YEKEDIMA ROAD,2,11.97865556,8.553047222,Pending,TARAUNI
TAR_134,SEN. ISA KACHAKO ROAD,2,11.97771944,8.553005556,Pending,TARAUNI
TAR_4,ADO GWARAM ROAD,2,11.977725,8.5520639,Pending,TARAUNI
TAR_8,AHMED DAKU ROAD,2,11.9778,8.551113889,Pending,TARAUNI
NAS_289,TUKUR ROAD,2,11.977917,8.5489083,Pending,NASSARAWA
NAS_257,SABO BAKIN ZUWO ROAD,7,11.98404444,8.553825,Pending,NASSARAWA
NAS_67,BARAU DANBATTA LINK,2,12.00954493,8.580519494,Pending,NASSARAWA
NAS_112,GAGARAWA STREET,2,12.00944606,8.579130755,Pending,NASSARAWA
NAS_68,BARAU DANBATTA ROAD,2,12.01013057,8.5782424,Pending,NASSARAWA
NAS_315,YANKABA STREET,2,12.008848,8.576071,Pending,NASSARAWA
NAS_34,ALH BATURE ABDULAZIZ STREET,2,12.0075823,8.576498611,Pending,NASSARAWA
NAS_162,KALU STREET,2,12.00662031,8.578534861,Pending,NASSARAWA
NAS_46,AMINU MODI STREET,2,12.00593,8.579012,Pending,NASSARAWA
NAS_92,DANWAWU STREET,2,12.00677333,8.579671587,Pending,NASSARAWA
NAS_109,FAGWALAWA LINK,2,12.00682277,8.580343486,Pending,NASSARAWA
NAS_45,AMINU DANWAWU STREET,2,12.00757803,8.580983076,Pending,NASSARAWA
NAS_314,YANKABA COURT ROAD,2,12.007482,8.579565,Pending,NASSARAWA
NAS_30,AHMAD ASHAKA STREET,2,12.00873371,8.582101488,Pending,NASSARAWA
NAS_254,SA'AD TANKO STREET,2,12.00884832,8.583467756,Pending,NASSARAWA
NAS_291,UMAR DAN AZUMI STREET,2,12.00886496,8.584879093,Pending,NASSARAWA
NAS_163,KANYA STREET,2,12.01026851,8.584834023,Pending,NASSARAWA
NAS_262,SAMADI STREET,2,12.01260693,8.584768125,Pending,NASSARAWA
NAS_263,SANI GARBA STREET,2,12.01315122,8.583331358,Pending,NASSARAWA
NAS_294,UMAR KAWAJI STREET,2,12.01391958,8.583296396,Pending,NASSARAWA
NAS_250,ROYAL STREET,2,12.01526793,8.582385261,Pending,NASSARAWA
NAS_196,LIMAN BASHIR STREET,2,12.01427019,8.580254962,Pending,NASSARAWA
NAS_271,SHEHU NA ALLAH STREET,2,12.01376586,8.580250266,Pending,NASSARAWA
NAS_222,MUAZU HAMZA STREET,2,12.01362301,8.578965098,Pending,NASSARAWA
NAS_115,GARBA UBALE STREET,2,12.01543107,8.576785043,Pending,NASSARAWA
NAS_151,IBRAHIM ZUBAIRU STREET,2,12.01532302,8.576187334,Pending,NASSARAWA
NAS_306,WASHIR HOSPITAL ROAD,2,12.01900101,8.581625466,Pending,NASSARAWA
NAS_173,KURA MUHAMMED STREET,2,12.011298,8.581513,Pending,NASSARAWA
NAS_266,SANI YARO STREET,2,12.00525287,8.583973364,Pending,NASSARAWA
NAS_59,BABALLE AVENUE,2,12.00527535,8.584665487,Pending,NASSARAWA
NAS_100,DR. G.N. HAMZA STREET,2,12.006108,8.586341,Pending,NASSARAWA
NAS_120,GASHASH CLOSE,1,12.00523174,8.558435748,Pending,NASSARAWA
NAS_121,GASHASH ROAD,2,12.00440056,8.558471794,Pending,NASSARAWA
NAS_147,IBRAHIM JOBE CRESCENT,2,12.00501315,8.556584385,Pending,NASSARAWA
NAS_237,MYONGU ROAD,1,12.0036954,8.554274327,Pending,NASSARAWA
NAS_82,COMMANDANT CLOSE,2,12.00336122,8.554115613,Pending,NASSARAWA
NAS_23,ADAMU DAN KABO CLOSE,2,12.00079079,8.557077934,Pending,NASSARAWA
NAS_171,KORAU ROAD,2,12.000038,8.560785,Pending,NASSARAWA
NAS_55,AVM. MUKHTAR MUHAMMAD CLOSE,2,12.00383864,8.561010764,Pending,NASSARAWA
NAS_134,HADEJIA ROAD,23,12.00586714,8.561416399,Pending,NASSARAWA
NAS_227,MURTALA MUHAMMED WAY,2,12.00591572,8.561057592,Pending,NASSARAWA
NAS_75,BICHI CLOSE,1,12.00631146,8.559913295,Pending,NASSARAWA
NAS_77,BOMPAI ROAD,2,12.00953,8.55976,Pending,NASSARAWA
NAS_244,PRESIDENT AVENUE,2,12.0098057,8.558916943,Pending,NASSARAWA
NAS_223,MUHAMMED ALI ROAD,2,12.00856693,8.55643072,Pending,NASSARAWA
NAS_287,TUDUNWADA D ROAD,2,12.01062391,8.554057825,Pending,NASSARAWA
NAS_83,COURT HOUSE CLOSE,1,12.01315019,8.555679223,Pending,NASSARAWA
NAS_277,SULAIMAN CRESCENT,4,12.00269019,8.563702708,Pending,NASSARAWA
NAS_305,WADA ALIYU ROAD,2,12.00267885,8.564103769,Pending,NASSARAWA
NAS_181,LAMIDO ROAD,3,12.00264117,8.565710953,Pending,NASSARAWA
NAS_309,YAKUBU AHMED AVENUE,2,12.00372,8.565634,Pending,NASSARAWA
FAG_74,POST OFFICE ROAD,4,12.0105455,8.531620615,Pending,FAGGE
NAS_111,FULASKO STREET,2,12.01033989,8.529633241,Pending,NASSARAWA
TAR_64,INUWA SANI STREET,2,12.00776628,8.529850435,Pending,TARAUNI
FAG_81,SANI UNGOGGO ROAD,2,12.00797793,8.532098973,Pending,FAGGE
NAS_17,ABDULLAHI WASE ROAD,2,12.00569228,8.532885957,Pending,NASSARAWA
FAG_16,BEIRUT ROAD,2,12.00407027,8.534004219,Pending,FAGGE
TAR_159,YAN FATA STREET,2,12.00413112,8.534790625,Pending,TARAUNI
NAS_300,UNITY ROAD,2,12.0026072,8.532088277,Pending,NASSARAWA
FAG_3,ABBALE STREET,2,12.00438562,8.530933076,Pending,FAGGE
FAG_29,DUNI STREET,2,12.00341032,8.529501283,Pending,FAGGE
FAG_39,IBB WAY,14,12.00324169,8.528539698,Pending,FAGGE
FAG_88,WAMBAI MARKET ROAD,2,12.00420344,8.52489943,Pending,FAGGE
FAG_49,KABOBO STREET,2,12.00733589,8.525553705,Pending,FAGGE
FAG_76,S. LAURE STREET,2,12.00801101,8.524988646,Pending,FAGGE
FAG_52,KOFAR MAZUGAL ROAD,2,12.01231829,8.526447032,Pending,FAGGE
TAR_139,SHEHU MANZOARAI STREET,2,12.01338002,8.523212236,Pending,TARAUNI
NAS_10,ABADIE STREET,2,12.01772795,8.529438956,Pending,NASSARAWA
FAG_59,NEW ROAD,2,12.01855129,8.52943567,Pending,FAGGE
FAG_25,CHURCH ROAD,2,12.01593305,8.53249587,Pending,FAGGE
FAG_68,ONITSHA ROAD,2,12.01435002,8.532513549,Pending,FAGGE
FAG_36,GALADIMA STREET,2,12.01373278,8.532983168,Pending,FAGGE
NAS_65,BALARABE MAI KIFI STREET,2,12.0138041,8.533636676,Pending,NASSARAWA
NAS_136,HAJIYA SA'A STREET,2,12.01288646,8.532575401,Pending,NASSARAWA
TAR_38,COURT ROAD,16,12.01069936,8.53462193,Pending,TARAUNI
FAG_17,BELLO DAN DAGO ROAD,2,12.01065333,8.535214986,Pending,FAGGE
NAS_16,ABDULLAHI BAYERO ROAD,3,12.010354,8.536714,Pending,NASSARAWA
NAS_146,IBRAHIM HARUNA CLOSE,1,11.99440737272853,8.541051902118314,Pending,NASSARAWA
NAS_246,RABI'U SULAIMAN CLOSE,1,11.99437792849361,8.541771921737638,Pending,NASSARAWA
NAS_73,BBY LINK,2,11.99479683790556,8.542449220386992,Pending,NASSARAWA
NAS_11,ABBA HABIB LINK,2,11.99415761715967,8.543105101544757,Pending,NASSARAWA
NAS_130,GIRGIRI LAWAN LINK,2,11.99346964128584,8.542488195859878,Pending,NASSARAWA
NAS_152,IDRIS UMAR ROAD,2,11.9921109128173,8.542411462596727,Pending,NASSARAWA
TAR_132,SANI TRADER STREET,2,11.99123461601767,8.539406720572732,Pending,TARAUNI
NAS_131,MAITAMA STREET,2,11.987875,8.539648,Pending,NASSARAWA
NAS_248,RAILWAY QUARTERS ROAD,2,11.99369365,8.535977338,Pending,NASSARAWA
NAS_44,AMINU BABANDI STREET,2,11.99575927270161,8.53894641219762,Pending,NASSARAWA
NAS_295,UMAR MADAHAJI STREET,2,11.99632000142224,8.53935436525741,Pending,NASSARAWA
NAS_233,MUSA Y MAI KIFI AVENUE,2,11.99553864638583,8.540472645298397,Pending,NASSARAWA
NAS_312,YALWAN DANZIAL LINK,22,11.99746655876577,8.540946994261702,Pending,NASSARAWA
NAS_267,SANUSI DANKAKA STREET,2,11.99693043228001,8.54283303571589,Pending,NASSARAWA
NAS_296,UMAR SANUSI STREET,2,11.99629375324764,8.542561916225795,Pending,NASSARAWA
TAR_144,SULE DANBATTA STREET,2,11.972536,8.537933,Pending,TARAUNI
NAS_189,LAWAN NA-ALLAH STREET,2,11.97480263,8.537340337,Pending,NASSARAWA
TAR_48,GANDUN ALBASA ROAD,2,11.97617972079566,8.533090090575275,Pending,TARAUNI
TAR_111,MUHAMMAD ALI STREET,2,11.977067,8.53032,Pending,TARAUNI
TAR_112,MUHAMMAD DANKABO AVENUE,2,11.977067,8.53032,Pending,TARAUNI
NAS_7,A ISMAIL ADAMU GANO STREET,2,11.98097198,8.53259112,Pending,NASSARAWA
TAR_141,SOCIAL INSURANCE ROAD,2,11.98127403206917,8.533878498898424,Pending,TARAUNI
TAR_166,ZOO ROAD,10,11.97817562579577,8.54066035857438,Pending,TARAUNI
TAR_110,MUDI ALASAN ROAD,2,11.97140713,8.542502622,Pending,TARAUNI
TAR_22,BABBAN LAYI ROAD,2,11.96976137,8.542606866,Pending,TARAUNI
TAR_60,HAUSAWA MODEL PRIMARY SCHOOL ROAD,2,11.966964,8.539032,Pending,TARAUNI
TAR_143,SULE BATSARI AVENUE,2,11.96705681663593,8.536942153110166,Pending,TARAUNI
TAR_65,ISAH KAITA STREET,2,11.96981027865382,8.536706054169986,Pending,TARAUNI
TAR_41,DAN KURA STREET,2,11.970077,8.530935,Pending,TARAUNI
NAS_301,USMAN YARHIYA LINK,2,11.99196292007868,8.568817811161429,Pending,NASSARAWA
NAS_119,GARKO CRESCENT,2,11.99471941549114,8.568421570897263,Pending,NASSARAWA
NAS_186,LAWAN ADAMU CLOSE,1,11.99465927492551,8.56682048008092,Pending,NASSARAWA
NAS_193,LAYIN MAI GIGINYU STREET,2,11.991765,8.564415,Pending,NASSARAWA
NAS_258,SALA KAAPANI ROAD,2,11.99052022359976,8.565063987301652,Pending,NASSARAWA
NAS_190,LAYIN ALARAMONA STREET,2,11.988664,8.565607,Pending,NASSARAWA
NAS_148,IBRAHIM KALA ROAD,2,11.98846097357943,8.565227324406104,Pending,NASSARAWA
NAS_230,MUSA KAUGAMA STREET,2,11.98593749519145,8.56705622249348,Pending,NASSARAWA
NAS_253,S/FEGI STREET,2,11.98815875,8.568679457,Pending,NASSARAWA
NAS_285,TRANSFORMER WAY,2,11.9844188694275,8.570128079347478,Pending,NASSARAWA
NAS_36,ALHAJI ABDULRASAK SABO STREET,2,11.99385622,8.57215835,Pending,NASSARAWA
NAS_93,DAR-ES SALAM STREET,2,11.99466257,8.572086868,Pending,NASSARAWA
FAG_69,OSO CHARITY LINK,2,11.99524212032231,8.57328812980874,Pending,FAGGE
FAG_2,ABBA GANA STREET,2,12.00599739461327,8.52647701547857,Pending,FAGGE
FAG_78,SANDA MAI BAREWA STREET,2,12.00744086124983,8.525177705709735,Pending,FAGGE
FAG_23,BUNA ROAD,2,12.009517,8.526256,Pending,FAGGE
NAS_2,12TH STREET,2,11.95367235,8.522900968,Pending,NASSARAWA
NAS_3,14TH STREET,2,11.95331897,8.522487553,Pending,NASSARAWA
NAS_1,10TH STREET,2,11.95404936,8.52333627,Pending,NASSARAWA
NAS_213,MAL SALEH STREET,2,11.98344756921727,8.581749648386406,Pending,NASSARAWA
NAS_155,ISUHU ROBA STREET,2,11.98239080628321,8.582112686909737,Pending,NASSARAWA
TAR_98,BALA SHOE SHINER STREET,2,11.98184005,8.580200096,Pending,TARAUNI
NAS_126,GIDAN GERO STREET,2,11.98520525830294,8.581861492498836,Pending,NASSARAWA
NAS_184,LARABA CLOSE,1,11.98569429946914,8.5826182283279,Pending,NASSARAWA
NAS_299,UNITY COMPREHENSIVE STREET,2,11.98421071687223,8.584107722625388,Pending,NASSARAWA
NAS_87,DAN MADARI STREET,2,11.98317948808345,8.584282433110547,Pending,NASSARAWA
NAS_63,BAKWA AVENUE,2,12.00623770934436,8.574460309951544,Pending,NASSARAWA
NAS_211,MAIDABINO AVENUE,2,12.00608358964808,8.572793007815106,Pending,NASSARAWA
NAS_166,DR M SHABA STREET,2,12.00587851,8.572294919,Pending,NASSARAWA
NAS_283,TANKO YAKASAI STREET,2,12.00481599039276,8.571649495317272,Pending,NASSARAWA
NAS_205,MADU BAKTAMA STREET,2,12.00354687802911,8.573148202522862,Pending,NASSARAWA
NAS_172,KUNCHI AVENUE,2,12.00363830970057,8.574991466080805,Pending,NASSARAWA
TAR_76,SHEIKH TIJJANI KALARAWI STREET,2,12.00633246316871,8.577185951370996,Pending,TARAUNI
NAS_302,UTAI STREET,2,12.0040296094094,8.580419084071682,Pending,NASSARAWA
NAS_164,KARAI CLOSE,1,12.01096506429262,8.574110756473022,Pending,NASSARAWA
NAS_160,KABO AVENUE,2,12.01078463272955,8.573767868257207,Pending,NASSARAWA
TAR_14,ALIYU MODDIBO STREET,2,11.97872564603297,8.559606414721875,Pending,TARAUNI
TAR_123,RESEARCH LANE,2,11.97939315586584,8.557520728823585,Pending,TARAUNI
TAR_7,AHMAD YAKUDIMA STREET,2,11.97763768650861,8.553667917268928,Pending,TARAUNI
TAR_109,MOHAMMED MOHAMMED AVENUE,2,11.97496389,8.562019444,Pending,TARAUNI
NAS_84,DABO MOHAMMED CLOSE,1,11.99820295,8.555589472,Pending,NASSARAWA
NAS_224,MUHAMMED NASIR MUKTAR CLOSE,1,11.99839682680564,8.556127865410687,Pending,NASSARAWA
NAS_38,ALI YAKASAI STREET,2,12.000659,8.555299,Pending,NASSARAWA
NAS_288,TUKUR LINK,2,11.99990151,8.558677783,Pending,NASSARAWA
NAS_310,YAKUBU BAKO CLOSE,1,11.99593809423144,8.556234721811999,Pending,NASSARAWA
TAR_6,AHMED DAKU CRESCENT,2,11.99591792,8.550535549,Pending,TARAUNI
NAS_272,SHEIKH AHMED DEEDAT ROAD,2,11.99591792,8.550535549,Pending,NASSARAWA
TAR_68,YUSUF MAITAMA SULE ROAD,2,11.99223550895942,8.549723509007176,Pending,TARAUNI
NAS_226,MURTALA MOHAMMED WAY,15,12.00591572,8.561057592,Pending,NASSARAWA
NAS_286,TSAUNA CLOSE,1,12.004752,8.561311,Pending,NASSARAWA
NAS_304,WADA ALIYU CRESCENT,2,12.00267885,8.564103769,Pending,NASSARAWA
NAS_298,UNGOGO ROAD,2,12.00651276046151,8.557430941796,Pending,NASSARAWA
FAG_30,DURBIN KATSINA ROAD,2,12.01198353617167,8.56451702606227,Pending,FAGGE
TAR_36,CBN QUARTERS ROAD,2,11.964438,8.563345,Pending,TARAUNI
TAR_61,HON. SIDI HAMID ALI STREET,2,11.96433587,8.563100633,Pending,TARAUNI
TAR_120,PANDAUDU STREET,2,11.96420035757899,8.562209688322993,Pending,TARAUNI
TAR_57,HANGA AVENUE,2,11.96601413012366,8.566444697781582,Pending,TARAUNI
NAS_284,TONKU AVENUE,2,11.96469447500913,8.568506101226873,Pending,NASSARAWA
TAR_53,GUDA ABDULLAHI ROAD,2,11.96782581235839,8.554101630062938,Pending,TARAUNI
TAR_79,BARRISTER STREET,2,11.96815225984685,8.55654018550984,Pending,TARAUNI
TAR_114,MUSA GWADABE STREET,2,11.96637485,8.557481233,Pending,TARAUNI
TAR_69,JAKADAN GARKO STREET,2,11.966235,8.557179,Pending,TARAUNI
TAR_160,YAN KIFI STREET,2,11.97078755585646,8.556206513703621,Pending,TARAUNI
NAS_191,LAYIN DILLALIYA STREET,2,11.97145089700783,8.556618044295401,Pending,NASSARAWA
TAR_86,LAYIN MAI SODA STREET,2,11.97145089700783,8.556618044295401,Pending,TARAUNI
TAR_95,MAIDUGURI ROAD,26,11.96697052003642,8.551421116920602,Pending,TARAUNI
TAR_51,GIDAN GIWA STREET,2,11.96715943231987,8.548206859320656,Pending,TARAUNI
TAR_105,MANSUR KANKAROFI STREET,2,11.96762293187829,8.547450690693704,Pending,TARAUNI
TAR_140,SHUAIBU MAI-GORO STREET,2,11.96955205,8.54683806,Pending,TARAUNI
NAS_132,ABDULLAHI KIRKI STREET,2,11.970229,8.544669,Pending,NASSARAWA
NAS_221,MOHAMMED VICE ADAMU ROAD,2,11.97243533279971,8.57077376583675,Pending,NASSARAWA
NAS_122,GAWO AVENUE,2,11.97104181295657,8.570899260934628,Pending,NASSARAWA
NAS_137,HALLIRU ROAD,2,11.970777,8.573818,Pending,NASSARAWA
NAS_140,HOTORO AVENUE,2,11.97556258,8.573818088,Pending,NASSARAWA
FAG_62,NORTHWEST UNIVERSITY ROAD,2,12.03179697628688,8.496173623728133,Pending,FAGGE
FAG_47,ISAH AMINU KANO STREET,2,11.961095,8.536085,Pending,FAGGE
TAR_66,ISAH WAZIRI ROAD,9,11.961095,8.536085,Pending,TARAUNI
FAG_66,OLD COURT ROAD,2,12.02551125936764,8.53522566131082,Pending,FAGGE
FAG_1,ABARABA STREET,2,12.02867470621042,8.53431178399728,Pending,FAGGE
FAG_93,YOLA STREET,2,12.020612,8.536227,Pending,FAGGE
FAG_35,FESTING ROAD,2,12.01754619037496,8.530070133455627,Pending,FAGGE
FAG_7,ADUA ROAD,2,12.01810562328352,8.54296572683255,Pending,FAGGE
TAR_2,ABDULLAHI MAI GARI STREET,2,11.94202045,8.55784802,Pending,TARAUNI
TAR_100,MAL. BABA STREET,2,11.94291129,8.559993917,Pending,TARAUNI
NAS_6,A D TITIMA STREET,2,11.94655473,8.55788325,Pending,NASSARAWA
NAS_41,ALMANSUR CRESCENT,2,11.94624352,8.55386233,Pending,NASSARAWA
TAR_157,YAKUBU UMAR STREET,2,11.93907899336809,8.557288700124168,Pending,TARAUNI
TAR_154,WESTERN BYPASS,2,8.554973,11.914852,Pending,TARAUNI
NAS_90,DANJUMA ALI GARKO LINE,2,8.55684517990099,11.9368305636071,Pending,NASSARAWA
TAR_151,UNGUWA UKU ROAD,2,8.565481567,11.95018476,Pending,TARAUNI
TAR_93,MAI UNGUWA STREET,2,8.53731706893616,11.9519848528814,Pending,TARAUNI
NAS_5,18TH STREET,2,8.51995006,11.95345337,Pending,NASSARAWA
TAR_94,MAI UNGUWA TELA STREET,2,8.541973322,11.95716415,Pending,TARAUNI
NAS_105,EASTERN BYPASS,2,8.59094620725971,11.9578649316351,Pending,NASSARAWA
TAR_77,KWANAR SABO ROAD,2,8.558519444,11.95905278,Pending,TARAUNI
TAR_90,LIMAWA ROAD,2,8.572011214,11.96496483,Pending,TARAUNI
TAR_18,ATIKU ABUBAKAR ROAD,2,8.530215322,11.96685046,Pending,TARAUNI
TAR_49,GEN. T. Y. DANJUMA STREET,2,8.566742167,11.96830455,Pending,TARAUNI
TAR_130,SANI LAWAN KOFAR MATA STREET,2,8.555189096,11.96895346,Pending,TARAUNI
TAR_150,UMARU MUHAMMAD STREET,2,8.5638144714236,11.9692608398472,Pending,TARAUNI
NAS_141,HOTORO CIKIN GARI STREET,2,8.586969953,11.96964384,Pending,NASSARAWA
TAR_50,GIDADO IDRIS AVENUE,2,8.56183762912515,11.9729545432209,Pending,TARAUNI
TAR_124,RIBADU ROAD,2,8.540237167,11.97411308,Pending,TARAUNI
TAR_148,TUKURA AVENUE,2,8.54942525635684,11.9768313513125,Pending,TARAUNI
TAR_27,BASHIR DALHATU AVENUE,2,8.570667,11.976966,Pending,TARAUNI
NAS_48,ANNAJAT STREET,2,8.578761382,11.9829815,Pending,NASSARAWA
NAS_201,M.D HASSAN STREET,2,8.566122304,11.98344156,Pending,NASSARAWA
NAS_183,LARABA ABASAWA ROAD,2,8.58602501195912,11.9847269818984,Pending,NASSARAWA
NAS_197,LINK ROAD,2,8.560242925,11.98568576,Pending,NASSARAWA
TAR_165,ZARIA ROAD,23,8.5331379,11.98687202,Pending,TARAUNI
NAS_108,ENGR. HABU GUMEL STREET,2,8.566157704,11.9886231,Pending,NASSARAWA
NAS_231,MUSA T WADA LINK,2,8.57047465391708,11.9958626656864,Pending,NASSARAWA
NAS_91,DANKULI LINK,2,8.581662802,11.99593288,Pending,NASSARAWA
NAS_200,M. JAMO STREET,2,8.562120974,11.99752651,Pending,NASSARAWA
NAS_247,RACE COURSE ROAD,11,8.555373708,11.99993972,Pending,NASSARAWA
NAS_103,DUTSE CLOSE,1,8.54937318093302,12.0001253158746,Pending,NASSARAWA
NAS_149,IBRAHIM NATSUGUNNE ROAD,2,8.565442242,12.00122185,Pending,NASSARAWA
NAS_139,HOSPITAL LINK,2,8.544258638,12.00166356,Pending,NASSARAWA
FAG_85,TAFAWA BALEWA WAY,2,8.544133465,12.00446408,Pending,FAGGE
NAS_47,ANAMBRA STREET,2,8.578192962,12.00496662,Pending,NASSARAWA
FAG_12,AMMANI INUWA STREET,2,8.5305224577802,12.0067308448507,Pending,FAGGE
FAG_70,P.Z. ROAD,2,8.542428,12.007548,Pending,FAGGE
FAG_6,ADO BAYERO ROAD,2,8.536745782,12.01041197,Pending,FAGGE
FAG_21,GUMEL ROAD,2,8.565778,12.012776,Pending,FAGGE
NAS_85,DAKATA POLICE STATION ROAD,2,8.57741280994206,12.0143600839524,Pending,NASSARAWA
NAS_210,MAI MALARI ROAD,2,8.574196,12.017682,Pending,NASSARAWA
FAG_13,AP ROAD,2,8.547543,12.024664,Pending,FAGGE
FAG_73,PEACE ESTATE STREET,2,8.51502584853715,12.0286532683684,Pending,FAGGE
FAG_14,ASHTON ROAD,2,8.516642386,12.03324042,Pending,FAGGE
FAG_58,NEW AIRPORT ROAD,2,8.52205320692318,12.0405233668563,Pending,FAGGE
FAG_50,KATSINA ROAD,2,8.46831561748173,12.0626829224858,Pending,FAGGE
NAS_33,AJASSA MAIN ROAD,2,8.534587,11.9927924,Pending,NASSARAWA
TAR_31,BELLO AHMED YAKASAI LINK,2,8.560151,11.965999,Pending,TARAUNI
FAG_27,DANLAMI YARADUE STREET,2,8.5773845,11.9939369,Pending,FAGGE
FAG_94,ABBATOIR ROAD,2,12.011826,8.520723,Pending,FAGGE
NAS_325,ABDUL'AZIZ HARUNA CLOSE,1,11.98573844,8.583746399,Pending,NASSARAWA
NAS_326,ABDULLAHI LINK,2,11.99406272,8.558406038,Pending,NASSARAWA
NAS_327,ABDULLAHI MAI GARI ROAD,2,11.94202045,8.55784802,Pending,NASSARAWA
NAS_328,ADAMU DUTSE STREET,2,12.01507467,8.578924649,Pending,NASSARAWA
NAS_329,AHMADIYYA LINE,2,12.029553,8.539286,Pending,NASSARAWA
FAG_95,ALH DALHA USMAN STREET,2,12.00741913,8.577831902,Pending,FAGGE
NAS_330,ALH SAMAILA MUKHTAR STREET,2,12.01634234,8.582849498,Pending,NASSARAWA
FAG_96,ALH. SAIDU AL AMURA STREET,2,11.97423156,8.580582017,Pending,FAGGE
NAS_331,ALI KALOMA STREET,2,12.00041036,8.550971507,Pending,NASSARAWA
FAG_97,AMINU MUDI STREET,2,12.0059327,8.578976918,Pending,FAGGE
NAS_332,ANNUR HOSPITAL ROAD,2,11.97775774,8.543850591,Pending,NASSARAWA
FAG_98,APPLE AVENUE,2,12.027628,8.531821,Pending,FAGGE
NAS_333,ARAKAN LINK,2,12.00208019,8.548143524,Pending,NASSARAWA
FAG_99,AREWA LINK,2,11.996235,8.583107,Pending,FAGGE
FAG_100,ARI AVENUE,2,12.007993,8.525058,Pending,FAGGE
FAG_101,ARO CHUKWU LINK,2,12.01390129,8.584031059,Pending,FAGGE
TAR_167,BABA MAI TUMAKI STREET,2,11.97684858,8.579929038,Pending,TARAUNI
FAG_102,BARD ROAD,2,12.020088,8.544689,Pending,FAGGE
NAS_334,BARR MUSTAPHA ALIYU STREET,2,11.97117,8.555137,Pending,NASSARAWA
FAG_103,BELA ROAD,2,12.021998,8.577337,Pending,FAGGE
FAG_104,BELLO RASHA STREET,2,11.96740936,8.549532118,Pending,FAGGE
NAS_335,BOLU ROAD,2,11.990008,8.545412,Pending,NASSARAWA
TAR_168,BUHARI QUARTERS CLOSE,1,12.00987414,8.571980598,Pending,TARAUNI
FAG_105,CENTRE LANE,2,11.98067,8.555578,Pending,FAGGE
FAG_106,CHAIRMAN STREET,2,11.928683,8.552762,Pending,FAGGE
FAG_107,CHEDIYA UKU ROAD,2,12.028504,8.539822,Pending,FAGGE
FAG_108,CINEMA ROAD,2,12.018267,8.544099,Pending,FAGGE
NAS_336,COLONEL DAUDU ROAD,2,11.97380656,8.58473043,Pending,NASSARAWA
NAS_337,DAKATA ROAD,2,12.011393,8.5834,Pending,NASSARAWA
NAS_338,DALHA USMAN STREET,2,12.010837,8.581944,Pending,NASSARAWA
NAS_339,DANBATTA STREET EXTENSION,2,12.0078103,8.5754757,Pending,NASSARAWA
NAS_340,DARUL SUNNAH STREET,2,11.9399496,8.5613352,Pending,NASSARAWA
NAS_341,DAWAKI ROAD,1,11.99086916,8.555827641,Pending,NASSARAWA
FAG_109,DELIBE STREET,2,11.994554,8.581665,Pending,FAGGE
NAS_342,ENGINEER MANSUR LINK,2,11.9801103,8.582772837,Pending,NASSARAWA
NAS_343,FARIN GIDA STREET,2,11.97137,8.555382,Pending,NASSARAWA
NAS_344,FARMLAND STREET,2,11.9848539,8.5702532,Pending,NASSARAWA
NAS_345,G M RINGIM STREET,2,11.99577283,8.57497649,Pending,NASSARAWA
FAG_110,GANIYU BELLO AVENUE,2,12.028866,8.539297,Pending,FAGGE
FAG_111,GARBA YAGAI STREET,2,11.97740427,8.559387028,Pending,FAGGE
NAS_346,GAYA ROAD,2,12.01171986,8.551021848,Pending,NASSARAWA
FAG_112,GIDAN MAGGI STREET,2,12.014221,8.53616,Pending,FAGGE
FAG_113,GIDAN MILO STREET,2,12.01425,8.537015,Pending,FAGGE
TAR_169,GYADI - GYADI ROAD,2,11.96854205,8.545208373,Pending,TARAUNI
TAR_170,HABIB GWARZO ROAD,2,11.97397287,8.5829235,Pending,TARAUNI
TAR_171,HAMA ABDULLAH ROAD,2,11.981581,8.5549361,Pending,TARAUNI
NAS_347,HOTORO AREWA SABON FEGI STREET,2,11.97292537,8.585478125,Pending,NASSARAWA
NAS_348,IBRAHIM SALISU STREET,2,12.008664,8.572061,Pending,NASSARAWA
